date,user_id,group,converted
04.03.2023,100219,control,0
04.03.2023,100220,control,0
04.03.2023,100221,control,0
04.03.2023,100222,control,0
04.03.2023,100223,control,0
04.03.2023,100224,control,0
04.03.2023,100225,control,0
04.03.2023,100226,control,0
04.03.2023,100227,control,0
04.03.2023,100228,control,0
04.03.2023,100229,control,0
